trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
6/21/20 12:46,4.40E+18,fraud_Bahringer Group,health_fitness,20.66,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.497,-98.786,509,"Nurse, children's",9/15/80,c824dd2d399b50aba31415d2985f97c0,41.104,-98.485,0
6/21/20 12:46,3.06E+13,fraud_Hilpert-Conroy,kids_pets,127.76,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.719,5732,Jewellery designer,12/7/45,8306d2588665088674d4c93ff87f1748,31.361,-85.084,0
6/21/20 12:46,6.01E+15,"fraud_Lakin, Ferry and Beatty",food_dining,4.24,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.291,-92.706,1847,Tax inspector,10/26/88,7c1fc4677c2c3c98b2fa39e7417bb09c,38.410,-92.002,0
6/21/20 12:46,4.56E+12,"fraud_Witting, Beer and Ernser",home,28.51,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.989,-106.061,7268,"Therapist, art",8/4/88,a5d7194717ad3c916578a809950d2096,35.343,-106.335,0
6/21/20 12:46,4.12E+15,fraud_Breitenberg-Hermiston,kids_pets,29.39,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.715,-89.271,6713,Archivist,8/19/45,4924a7f67664a95acbeaeb377d5e6a83,41.416,-89.518,0
6/21/20 12:46,4.81E+18,fraud_Friesen Inc,shopping_pos,5.85,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.765,-94.049,760,Production manager,8/31/85,b847bab5baeb184fccc801ad29558b87,37.191,-94.746,0
6/21/20 12:47,4.19E+15,fraud_Gottlieb-Hansen,personal_care,12.64,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.625,-82.755,4512,Farm manager,10/3/92,36889cdd6d799ccda86cf3c6509010b1,39.666,-83.562,0
6/21/20 12:47,6.76E+11,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.63,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.605,-96.525,106,"Editor, film/video",7/24/83,079d03199dc2ffb7c43dd5eb385a73ce,29.472,-96.142,0
6/21/20 12:47,4.13E+18,fraud_Rippin-VonRueden,health_fitness,18.02,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.383,-95.062,43,"Engineer, production",10/4/49,fbc91c22ac16b4b77f1e19395fcbdf95,30.951,-94.108,0
6/21/20 12:47,4.68E+12,"fraud_Nienow, Ankunding and Collier",misc_pos,2.54,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.860,-86.421,158701,"Journalist, newspaper",3/6/78,87e1122fde1f3bd876a983771001e1a0,36.333,-86.087,0
6/21/20 12:47,3.52E+15,fraud_Schmidt and Sons,shopping_net,9.17,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.618,-86.948,1412,Drilling engineer,11/20/70,cc4cbdd981c4168207c152552049c6c4,32.679,-87.272,0
6/21/20 12:48,4.59E+18,"fraud_Prosacco, Kreiger and Kovacek",home,26.03,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.065,-87.592,2135,"Psychotherapist, child",5/8/04,bfcb7bca0abb957f3bb3aedf0c53a448,42.014,-88.039,0
6/21/20 12:48,6.01E+15,fraud_Schumm PLC,health_fitness,46.81,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.073,1078,"Programme researcher, broadcasting/film/video",7/6/52,d9b78593363eb13e3c9df801ac3eb3cf,37.019,-97.389,0
6/21/20 12:48,3.58E+15,fraud_Berge-Ullrich,home,61.44,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.562,-112.056,1312922,Contractor,10/24/81,8ff1723f3c170304d75667e0b38340a9,33.914,-111.577,0
6/21/20 12:48,3.02E+13,"fraud_Roob, Conn and Tremblay",shopping_pos,68.51,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.404,-96.224,4090,Sub,3/23/77,bd5f6bdf511756c4bcd0899b4e7ae167,32.853,-95.444,0
6/21/20 12:49,3.54E+15,fraud_Kihn-Schuster,food_dining,57.53,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.098,-70.712,1780,Broadcast engineer,1/21/83,5604d2f56dafb70fb50d04097fa5ba43,42.526,-70.524,0
6/21/20 12:49,2.13E+14,fraud_Tillman LLC,travel,2.3,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.608,-70.699,190,Animal nutritionist,4/17/70,4fa5b0675da2c2de8056876f621c0f69,43.708,-71.156,0
6/21/20 12:50,3.69E+13,fraud_Monahan-Morar,personal_care,28.74,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.650,-116.431,84106,Intelligence analyst,2/11/71,deacd215ee877a514656c57be9a2b48d,43.845,-116.860,0
6/21/20 12:51,2.72E+15,fraud_Powlowski-Weimann,food_dining,1.92,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.058,-69.966,3224,"Engineer, electronics",8/22/97,91a54264afc003d048c777e4ad5b1afc,44.191,-70.730,0
6/21/20 12:51,4.58E+18,fraud_Botsford Ltd,shopping_pos,3.37,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.846,-96.697,1263321,"Designer, ceramics/pottery",4/16/75,669f6c81e6fe6f99a4bb6c5f2802c1ca,32.423,-96.070,0
6/21/20 12:51,4.54E+18,fraud_Hamill-D'Amore,health_fitness,22.42,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.987,-106.065,18408,Historic buildings inspector/conservation officer,7/18/72,5cc15d56b7341ea11cc952e4f6289a2b,36.956,-105.798,0
6/21/20 12:52,3.52E+15,"fraud_Bradtke, Torp and Bahringer",personal_care,12.33,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.637,-96.618,46563,Systems developer,9/11/70,e1d67d1bdbfad574800947945fa80f13,34.175,-96.873,0
6/21/20 12:53,3.55E+15,fraud_Corwin-Romaguera,travel,6.85,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.700,-97.604,13602,Optometrist,7/5/84,cabf90039e8dad0f7b6627b4f9923008,33.268,-98.423,0
6/21/20 12:53,3.53E+15,fraud_Gaylord-Powlowski,home,80.8,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.873,-96.153,1517,Dealer,11/8/51,f6eed8faf9b934c56a52baa4e8cbf7d2,41.057,-96.593,0
6/21/20 12:54,4.90E+12,fraud_Mayert Group,shopping_pos,5.61,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.906,-118.082,105549,Firefighter,9/22/73,a7a9c929d59b6e142e703b4b60fc9d75,34.155,-117.853,0
6/21/20 12:54,3.89E+13,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,7.47,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.354,-82.503,321,"Copywriter, advertising",6/24/79,2354372523a6373def295b4b921aa943,39.088,-82.268,0
6/21/20 12:54,3.55E+15,fraud_Beier and Sons,home,43.47,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.523,-86.206,680,"Designer, jewellery",12/21/66,01e26ef1319fe44bff28751b8e7b0d27,43.621,-85.448,0
6/21/20 12:54,3.78E+14,fraud_Abbott-Steuber,personal_care,8.32,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.039,-123.061,191096,"Scientist, physiological",4/6/64,5608b93eb3a58c087fc11a809718d9e1,43.046,-122.689,0
6/21/20 12:54,3.51E+15,fraud_Sporer-Keebler,personal_care,37,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.759,-97.871,355,Financial adviser,6/26/55,0adbb8f5d6b042f32f2391d8d349cd66,44.399,-97.773,0
6/21/20 12:55,2.30E+15,fraud_Ernser-Lynch,food_dining,9.76,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.682,-73.980,2504700,Medical sales representative,9/1/99,07972757acdafdc949dd42ce5c6cf07d,41.402,-73.167,0
6/21/20 12:55,6.30E+11,fraud_Reilly LLC,home,75.99,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.499,-120.094,123,Early years teacher,2/7/73,8d3e8fd863637cec9c1a3c517d2096ad,35.885,-120.350,0
6/21/20 12:55,3.76E+14,fraud_Little Ltd,kids_pets,26.54,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.156,-101.136,1789,Insurance broker,2/11/82,01de2fecd50d677ce0a9ce87b760bd49,41.123,-101.207,0
6/21/20 12:55,4.68E+12,fraud_Gislason Group,travel,558.03,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.500,1261,Broadcast presenter,7/1/72,95427dcec71aa88ad39bf523084d1bca,30.871,-92.873,0
6/21/20 12:55,4.50E+18,fraud_Stark-Koss,home,5.26,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.987,-82.014,237282,Clothing/textile technologist,7/3/79,b28a70d840dae6c46bec7df6c8340cfd,28.643,-82.702,0
6/21/20 12:56,4.26E+12,"fraud_Crist, Jakubowski and Littel",home,46.33,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.149,-98.641,215,Probation officer,11/22/68,51cdc787845ce5aab65a7598e5127553,38.908,-99.276,0
6/21/20 12:57,6.30E+11,fraud_Kling-Ernser,entertainment,19.3,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.151,-79.503,836,Forensic psychologist,8/29/81,3c16826f4605f06be65c218e14321e10,39.097,-79.398,0
6/21/20 12:57,3.49E+14,fraud_Lubowitz-Walter,kids_pets,49.77,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.454,-98.654,331,Telecommunications researcher,8/19/50,afdf2f92eb150d6b7bc274ee6ee1d378,39.724,-98.163,0
6/21/20 12:57,3.59E+15,"fraud_Cronin, Kshlerin and Weber",health_fitness,109.54,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.333,-95.605,1075,"Teacher, early years/pre",1/2/97,97a5689374259165c553e66d3a81d1f8,42.079,-96.459,0
6/21/20 12:58,6.54E+15,fraud_Upton PLC,entertainment,48.05,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.385,-80.175,606,Energy manager,9/22/97,abc1f238e28693cfe3728856b2aba429,41.928,-80.005,0
6/21/20 12:58,4.26E+12,fraud_Kilback Group,food_dining,7.25,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.241,-82.770,230,"Conservation officer, historic buildings",8/4/97,ab7249121f58e23cdfe7073c3e44e751,36.579,-83.087,0
6/21/20 12:58,4.19E+12,fraud_Carroll PLC,health_fitness,145.44,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.737,-86.162,4159,Educational psychologist,2/3/98,4261f223080c243558f1f5f0752e26f4,33.315,-85.538,0
6/21/20 12:59,3.71E+14,fraud_Effertz LLC,entertainment,173.09,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.246,-83.655,5666,Rural practice surveyor,9/14/03,e558e093053328aba4af71a4b98a9a4e,32.024,-84.370,0
6/21/20 12:59,2.23E+15,fraud_Windler LLC,kids_pets,42.21,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.900,-82.715,172247,"Geneticist, molecular",10/22/79,622c606c3699ae063f4ecc8396c1ca23,28.515,-81.926,0
6/21/20 13:00,5.46E+15,fraud_Satterfield-Lowe,travel,4.13,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.047,-79.809,139,Patent attorney,5/25/54,bf22bf7594e4fde6d8505583a3aa513a,42.040,-80.437,0
6/21/20 13:00,3.56E+15,fraud_Schuppe-Schuppe,food_dining,8.57,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.039,-95.440,28739,Futures trader,12/27/99,9c157efc6d10cbbe6466a1e22ab1be1c,28.984,-95.202,0
6/21/20 13:01,4.65E+15,fraud_Hickle Group,shopping_pos,2.6,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.058,-86.194,6841,"Therapist, sports",6/6/99,08e1c67ce4d29fce88699c006b5e1326,37.768,-85.965,0
6/21/20 13:01,4.65E+15,fraud_Nader-Heller,misc_net,7.01,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.058,-86.194,6841,"Therapist, sports",6/6/99,d538564d5f10e27d085d28a729d2d712,37.330,-86.372,0
6/21/20 13:01,6.59E+15,fraud_Auer-West,shopping_net,32.82,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.738,-80.276,26551,Paramedic,1/4/77,29e429a9aa6b648608808cf528acce73,27.230,-79.855,0
6/21/20 13:01,4.99E+12,"fraud_Lesch, D'Amore and Brown",food_dining,6.96,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.697,-78.803,626,Energy engineer,12/13/60,4e356cf545db05d550a7fd6938b9e23d,39.373,-78.936,0
6/21/20 13:01,3.52E+15,fraud_Barrows PLC,shopping_pos,1.8,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.166,-84.233,31394,Hospital doctor,11/12/96,6423f3a9873d7b30151eeada5f6017b8,39.719,-83.508,0
6/21/20 13:01,4.71E+18,"fraud_O'Connell, Botsford and Hand",home,63.92,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.833,-108.396,192,Further education lecturer,1/4/64,8f5909f09ba243baf2e2a7fe35b04d62,48.594,-109.342,0
6/21/20 13:02,6.39E+11,fraud_Kihn Inc,shopping_pos,3.93,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.609,-74.973,69,Chief Executive Officer,6/5/91,040b4662b0dd06a0e5f7eb81d0959721,44.838,-74.000,0
6/21/20 13:03,3.52E+15,fraud_Bode-Schuster,kids_pets,49.07,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.580,-80.525,2443,Chartered public finance accountant,10/16/41,1b3c6309a57bf4c278909a3e443a69be,37.234,-80.920,0
6/21/20 13:04,3.57E+15,fraud_O'Keefe-Wisoky,food_dining,9.44,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.835,-101.002,1143,"Scientist, biomedical",3/19/62,4fd98a1d5c20d491f465396a2fa7b7cf,31.581,-100.125,0
6/21/20 13:05,5.58E+15,fraud_Thiel-Thiel,entertainment,67.9,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.996,-79.768,1946,Charity fundraiser,6/21/90,dae3acfdc809114694a329092fa7a4ab,39.405,-80.276,0
6/21/20 13:05,4.30E+15,fraud_Conroy-Emard,food_dining,2.89,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.233,-86.249,128715,Historic buildings inspector/conservation officer,5/25/95,696499e736d236354eb923e84bee46d0,42.771,-86.008,0
6/21/20 13:05,60416207185,fraud_Kutch-Ferry,home,124.66,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.005,-108.896,1645,Information systems manager,2/17/86,f21e1a09f59c50a66735409308285b1d,42.946,-108.531,0
6/21/20 13:05,4.04E+18,fraud_Donnelly LLC,entertainment,147.98,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.836,-84.261,479994,Environmental manager,11/9/70,f98bb52a6572081f4f36c75e1e17419a,39.991,-83.772,0
6/21/20 13:06,3.58E+15,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,12.32,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.607,-90.336,2470,Counselling psychologist,10/6/68,e425481e14107e857910b3112ffd09c2,36.367,-89.559,0
6/21/20 13:06,4.12E+15,fraud_Weimann-Lockman,kids_pets,96.19,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.715,-89.271,6713,Archivist,8/19/45,e5b8b489e92f287af65bda03af02f030,41.265,-89.538,0
6/21/20 13:07,1.80E+14,fraud_Runte-Mohr,food_dining,74.93,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.747,-117.172,54287,"Designer, exhibition/display",9/22/72,32d09af0255fb72c82da7191246d8205,32.812,-117.598,0
6/21/20 13:07,4.91E+18,"fraud_Dare, Fritsch and Zboncak",health_fitness,133.84,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.656,-81.382,32891,Town planner,2/13/87,3d9306d075b6b52268ba7c890be3b74a,24.631,-80.807,0
6/21/20 13:07,4.67E+15,"fraud_Kihn, Brakus and Goyette",personal_care,68.79,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.862,-85.607,2304,Retail banker,7/25/55,afaa281ba58cf4c3a58b440d6106fb46,40.754,-84.749,0
6/21/20 13:07,6.01E+15,fraud_Medhurst PLC,shopping_net,118.21,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.969,-78.562,1970,Energy engineer,9/2/85,0a4e8eb858470184696ba2026a105361,36.467,-78.786,0
6/21/20 13:08,3.58E+15,fraud_Waelchi Inc,kids_pets,64.36,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.966,-116.868,4161,Production manager,6/12/57,c847bb58c601f2f452b25635b706131b,47.578,-117.293,0
6/21/20 13:08,4.10E+15,fraud_Quitzon-Goyette,home,16.02,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.259,-78.407,9815,"Designer, ceramics/pottery",7/7/75,95b28c98c518e783969e6faeef2817d2,38.898,-79.366,0
6/21/20 13:08,6.01E+15,fraud_Schumm PLC,shopping_net,1199.45,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.265,-77.867,186140,English as a second language teacher,2/8/83,249ecb7b44d6d42a8eb155833fe23c53,34.623,-77.828,0
6/21/20 13:08,4.48E+15,fraud_O'Keefe-Wisoky,food_dining,7.44,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.827,-82.136,642,Building services engineer,8/30/46,6a6950d57d0392520d9c6cef99cb5139,39.657,-81.869,0
6/21/20 13:09,3.05E+13,fraud_Dickinson Ltd,personal_care,30.09,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.363,-87.669,1807,"Buyer, retail",6/2/75,5b1d22a101d05ab7604228edb383afbb,40.876,-87.326,0
6/21/20 13:09,6.54E+15,"fraud_Little, Gutmann and Lynch",shopping_net,28.94,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.385,-80.175,606,Energy manager,9/22/97,88c4b3f91b1381005e54ecf64d47074c,41.991,-79.264,0
6/21/20 13:10,4.74E+18,fraud_Schaefer Ltd,kids_pets,185.27,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.882,-73.641,2148,"Surveyor, land/geomatics",5/23/53,2567ddb79772901c49f33ce71c1725cc,44.941,-72.776,0
6/21/20 13:10,2.30E+15,fraud_Ankunding LLC,shopping_net,4.74,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.682,-73.980,2504700,Medical sales representative,9/1/99,e1766317e6eb58ae76cdc01a47c63584,41.054,-73.397,0
6/21/20 13:10,4.86E+18,fraud_Schoen-Quigley,kids_pets,85.39,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.239,-90.844,10076,"Surveyor, rural practice",12/16/77,a8480e70abddf42a38235d99bead2e94,30.295,-91.096,0
6/21/20 13:11,2.36E+15,fraud_Leffler-Goldner,personal_care,8.04,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.209,-76.668,9784,"Conservator, furniture",10/30/24,80238f7c0f608c0acdbae0606c1d50c4,38.822,-76.630,0
6/21/20 13:12,2.29E+15,fraud_Towne LLC,misc_pos,3.27,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.998,4573,"Exhibitions officer, museum/gallery",2/15/88,3e07083b31a9f4ec8572c8bdf404aa45,30.914,-89.899,0
6/21/20 13:12,4.81E+18,fraud_Schaefer Ltd,kids_pets,95.67,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.765,-94.049,760,Production manager,8/31/85,b73444bf97ae00beee417c486c72037a,37.587,-93.356,0
6/21/20 13:13,4.29E+15,"fraud_O'Connell, Botsford and Hand",home,69.86,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.690,2206,Biomedical scientist,12/31/86,9403d07997aa1f0bd127cb0fefc9d246,34.072,-81.220,0
6/21/20 13:14,3.70E+14,fraud_Schoen-Quigley,kids_pets,38.88,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.567,-90.482,8512,"Accountant, chartered public finance",9/3/51,994d71674f1338f94f9d6e45c2d22993,29.903,-90.938,0
6/21/20 13:15,2.30E+15,"fraud_Hills, Hegmann and Schaefer",health_fitness,30.13,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.682,-73.980,2504700,Medical sales representative,9/1/99,8ff2dc53da0c292fc7effce265fa2019,39.757,-74.169,0
6/21/20 13:15,4.30E+18,"fraud_Durgan, Gislason and Spencer",home,72.11,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.603,-80.386,198,Secretary/administrator,10/26/78,cf8f797d5cecd6da34bd695e94f38d24,40.749,-80.021,0
6/21/20 13:15,4.06E+18,"fraud_Hauck, Dietrich and Funk",kids_pets,70.54,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.710,-111.982,2078,"Scientist, audiological",6/13/63,f446cd7512da7d551e93c5039313f5c5,42.492,-112.512,0
6/21/20 13:15,2.13E+14,"fraud_Lubowitz, Terry and Stracke",personal_care,23.23,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.230,27971,Music therapist,8/1/84,c6fe3189d929456a779d341498fb177b,42.096,-109.178,0
6/21/20 13:15,3.45E+14,fraud_Erdman-Ebert,personal_care,51.05,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.523,-72.811,1506,"Production assistant, radio",4/3/60,2ad013f65673cfecae9888a03ea01f34,41.642,-72.961,0
6/21/20 13:15,6.01E+15,fraud_Kub PLC,personal_care,97.73,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.599,-105.004,320420,Water engineer,7/31/75,72acc3171b3d508b453db1b030a4697d,40.399,-104.894,0
6/21/20 13:16,3.01E+13,"fraud_Lehner, Reichert and Mills",misc_pos,2.13,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.411,-74.238,30770,Drilling engineer,4/29/93,30c448bc4d6f4cc7b506c863259aeae3,41.326,-75.000,0
6/21/20 13:16,4.49E+15,"fraud_Schiller, Blanda and Johnson",home,80.71,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.375,-81.654,337,Advice worker,10/17/86,86891e13759b4ddf02d7236ea1ef305e,38.083,-81.851,0
6/21/20 13:16,3.77E+14,fraud_Bins-Howell,personal_care,31.94,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.406,-75.321,804,Insurance risk surveyor,3/25/65,043c07bbb352d71d2c45565ea710e859,39.747,-75.181,0
6/21/20 13:17,3.43E+14,fraud_Kautzer and Sons,personal_care,4.5,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.685,-71.255,1368,"Optician, dispensing",8/5/71,a04f0adf6fe71acac0fcc1b9d398bc25,43.603,-71.194,0
6/21/20 13:17,3.54E+15,"fraud_Turcotte, Batz and Buckridge",health_fitness,74.12,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.744,-102.506,53,Fisheries officer,6/19/92,cffd08fc41f597eadfe47b42d50e2f13,33.938,-101.727,0
6/21/20 13:17,3.44E+14,fraud_Will Ltd,food_dining,45.95,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.861,-85.814,3096,"Social research officer, government",10/11/75,94fb6a21fa403b383ff67b50b10b9ad6,45.528,-85.949,0
6/21/20 13:18,3.00E+13,fraud_Gibson-Deckow,entertainment,187.1,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.472,-81.812,224256,Paramedic,8/29/85,c02d314735d9077b7d9c77ec21261cfa,26.197,-81.976,0
6/21/20 13:18,3.58E+15,fraud_Kihn Inc,shopping_pos,9.15,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.340,-89.574,4198,Curator,6/22/01,925ac4268c05cdddde79f97574621117,34.051,-89.006,0
6/21/20 13:19,3.02E+13,fraud_Treutel-King,travel,1.29,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.538,-95.994,516,Applications developer,6/7/66,a9c7b779653f3016dc02688d40753e9c,48.473,-96.573,0
6/21/20 13:19,1.80E+14,fraud_Romaguera Ltd,health_fitness,77.33,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.189,-74.923,782,Chartered accountant,8/28/00,6945efccedc4673f5e3ea97ae7494bfb,41.793,-74.149,0
6/21/20 13:19,4.90E+15,fraud_Kihn Inc,shopping_pos,5.53,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.847,-74.104,722,Comptroller,10/19/90,3f3f4b3fd1cd14f870726cd741a0b819,41.346,-75.015,0
6/21/20 13:20,2.26E+15,fraud_Schmidt-Larkin,home,51.89,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.364,-98.492,1595797,Land,10/17/95,b2d30bc0ca473971ef0596ff8646dd0b,29.445,-98.571,0
6/21/20 13:20,1.80E+14,"fraud_Windler, Goodwin and Kovacek",home,49.78,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.869,69793,Control and instrumentation engineer,12/8/53,dbc1f8f279eb6d8a427226e47a3bbb48,35.013,-81.234,0
6/21/20 13:20,2.29E+15,fraud_Medhurst Inc,home,21.81,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.532,-93.922,467,Agricultural consultant,5/27/50,1dfb39918a5b8c7954335d2958c59db5,38.877,-94.461,0
6/21/20 13:21,4.22E+12,fraud_Breitenberg LLC,travel,8.54,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.822,-83.283,24840,Agricultural consultant,1/20/60,3f21f4179b16adf504771d5ce3963db7,42.299,-83.436,0
6/21/20 13:21,4.12E+15,fraud_Terry Ltd,home,174.77,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.715,-89.271,6713,Archivist,8/19/45,3be6acc4b5e85330d7d2694a02651375,39.829,-88.919,0
6/21/20 13:21,4.64E+12,"fraud_Runte, Green and Emard",health_fitness,113.53,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.658,-91.626,1178,Community education officer,6/13/51,2d1d5f9680c397474923180661f85978,30.991,-92.331,0
6/21/20 13:21,3.59E+15,fraud_Feil-Morar,health_fitness,44.11,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.497,-122.011,50489,Osteopath,2/29/84,9ff38367441a692eeae413805a128ea5,47.009,-122.948,0
